AlarmName;AlarmDescription;Namespace;Dimensions;Statistic;MetricName;ComparisonOperator;Threshold;Period;DatapointsToAlarm;EvaluationPeriods;TreatMissingData;Unit;ActionsEnabled;AlarmActions;OKActions
ELB_smpp-production-elb_high-latency-urgent;ELB_smpp-production-elb_high-latency-urgent;AWS/ELB;Name=LoadBalancerName,Value=smpp-production-elb;Average;Latency;GreaterThanThreshold;0.3;60;4;5;notBreaching;Seconds;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
ELB_smpp-production-elb_no-healthy-hosts;ELB_smpp-production-elb_no-healthy-hosts;AWS/ELB;Name=LoadBalancerName,Value=smpp-production-elb;Minimum;HealthyHostCount;LessThanThreshold;1;60;2;3;breaching;null;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
ELB_web-server-elb-final_4XX;ELB_web-server-elb-final_4XX;AWS/ELB;Name=LoadBalancerName,Value=web-server-elb-final;Sum;HTTPCode_Backend_4XX;GreaterThanThreshold;61;60;2;3;notBreaching;null;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
ELB_web-server-elb-final_5XX;ELB_web-server-elb-final_5XX;AWS/ELB;Name=LoadBalancerName,Value=web-server-elb-final;Sum;HTTPCode_Backend_5XX;GreaterThanOrEqualToThreshold;16;60;3;5;notBreaching;null;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
ELB_web-server-elb-final_backend-errors;ELB_web-server-elb-final_backend-errors;AWS/ELB;Name=LoadBalancerName,Value=web-server-elb-final;Sum;BackendConnectionErrors;GreaterThanThreshold;1;60;2;3;notBreaching;null;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
ELB_web-server-elb-final_high-latency;ELB_web-server-elb-final_high-latency;AWS/ELB;Name=LoadBalancerName,Value=web-server-elb-final;Average;Latency;GreaterThanThreshold;0.3;60;2;3;notBreaching;Seconds;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
ELB_web-server-elb-final_high-latency-urgent;ELB_web-server-elb-final_high-latency-urgent;AWS/ELB;Name=LoadBalancerName,Value=web-server-elb-final;Average;Latency;GreaterThanThreshold;0.3;60;4;5;notBreaching;Seconds;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
ELB_web-server-elb-final_no-healthy-hosts;ELB_web-server-elb-final_no-healthy-hosts;AWS/ELB;Name=LoadBalancerName,Value=web-server-elb-final;Minimum;HealthyHostCount;LessThanThreshold;1;60;2;3;breaching;null;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
NATGW_nat-012008569c61b2822_IdleTimeoutCount;NATGW_nat-012008569c61b2822_IdleTimeoutCount;AWS/NATGateway;Name=NatGatewayId,Value=nat-012008569c61b2822;Maximum;IdleTimeoutCount;GreaterThanThreshold;100;60;2;3;ignore;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
NATGW_nat-05a8660f82e09d885_IdleTimeoutCount;NATGW_nat-05a8660f82e09d885_IdleTimeoutCount;AWS/NATGateway;Name=NatGatewayId,Value=nat-05a8660f82e09d885;Maximum;IdleTimeoutCount;GreaterThanThreshold;85;60;2;3;ignore;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
NATGW_nat-0b47fe3e6ab9cb647_IdleTimeoutCount;NATGW_nat-0b47fe3e6ab9cb647_IdleTimeoutCount;AWS/NATGateway;Name=NatGatewayId,Value=nat-0b47fe3e6ab9cb647;Maximum;IdleTimeoutCount;GreaterThanThreshold;100;60;2;3;ignore;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
OpsWorks_production-admin_high-cpu;OpsWorks_production-admin_high-cpu;AWS/OpsWorks;Name=StackId,Value=be7c41b0-b010-4278-ac78-76de3df65112;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-admin_high-load5;OpsWorks_production-admin_high-load5;AWS/OpsWorks;Name=StackId,Value=be7c41b0-b010-4278-ac78-76de3df65112;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-alarms_high-cpu;OpsWorks_production-alarms_high-cpu;AWS/OpsWorks;Name=StackId,Value=f8059714-3a48-423b-aa10-e4025d2c24ad;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-alarms_high-load5;OpsWorks_production-alarms_high-load5;AWS/OpsWorks;Name=StackId,Value=f8059714-3a48-423b-aa10-e4025d2c24ad;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-b2b_high-cpu;OpsWorks_production-b2b_high-cpu;AWS/OpsWorks;Name=StackId,Value=1c7b2415-99a9-4dac-9d64-b5b21ed96b4a;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-b2b_high-load5;OpsWorks_production-b2b_high-load5;AWS/OpsWorks;Name=StackId,Value=1c7b2415-99a9-4dac-9d64-b5b21ed96b4a;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-billing-cdr_high-cpu;OpsWorks_production-billing-cdr_high-cpu;AWS/OpsWorks;Name=StackId,Value=96604e71-e1c7-4df4-8050-16cafc1daa78;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-billing-cdr_high-load5;OpsWorks_production-billing-cdr_high-load5;AWS/OpsWorks;Name=StackId,Value=96604e71-e1c7-4df4-8050-16cafc1daa78;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-contacts_high-cpu;OpsWorks_production-contacts_high-cpu;AWS/OpsWorks;Name=StackId,Value=b026da63-daa8-4ec4-b143-f1d9b35ccaea;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-contacts_high-load5;OpsWorks_production-contacts_high-load5;AWS/OpsWorks;Name=StackId,Value=b026da63-daa8-4ec4-b143-f1d9b35ccaea;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-greetings_high-cpu;OpsWorks_production-greetings_high-cpu;AWS/OpsWorks;Name=StackId,Value=d7bf7dbb-ea7e-446d-aafe-383d8b7416bc;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-greetings_high-load5;OpsWorks_production-greetings_high-load5;AWS/OpsWorks;Name=StackId,Value=d7bf7dbb-ea7e-446d-aafe-383d8b7416bc;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-mms_high-cpu;OpsWorks_production-mms_high-cpu;AWS/OpsWorks;Name=StackId,Value=2d91cf95-3842-42d6-a72a-c98fd53f2fbb;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-mms_high-load5;OpsWorks_production-mms_high-load5;AWS/OpsWorks;Name=StackId,Value=2d91cf95-3842-42d6-a72a-c98fd53f2fbb;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-portability_high-cpu;OpsWorks_production-portability_high-cpu;AWS/OpsWorks;Name=StackId,Value=7b241e33-49d6-4543-8e70-9c9a07e7c083;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-portability_high-load5;OpsWorks_production-portability_high-load5;AWS/OpsWorks;Name=StackId,Value=7b241e33-49d6-4543-8e70-9c9a07e7c083;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-push_high-cpu;OpsWorks_production-push_high-cpu;AWS/OpsWorks;Name=StackId,Value=f73bd7c2-7856-4a0f-968d-7583ceb3a6ca;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-push_high-load5;OpsWorks_production-push_high-load5;AWS/OpsWorks;Name=StackId,Value=f73bd7c2-7856-4a0f-968d-7583ceb3a6ca;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-relay_high-cpu;OpsWorks_production-relay_high-cpu;AWS/OpsWorks;Name=StackId,Value=6592c04c-8c4d-4e55-bb8b-789cee60f9cf;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-relay_high-load5;OpsWorks_production-relay_high-load5;AWS/OpsWorks;Name=StackId,Value=6592c04c-8c4d-4e55-bb8b-789cee60f9cf;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-server_high-cpu;OpsWorks_production-server_high-cpu;AWS/OpsWorks;Name=StackId,Value=5d3e9d89-a04c-442d-a4d1-ee192eaf0f27;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-server_high-load5;OpsWorks_production-server_high-load5;AWS/OpsWorks;Name=StackId,Value=5d3e9d89-a04c-442d-a4d1-ee192eaf0f27;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-smpp_high-cpu;OpsWorks_production-smpp_high-cpu;AWS/OpsWorks;Name=StackId,Value=12fa7281-fe88-473c-86fd-a82338e283a5;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-smpp_high-load5;OpsWorks_production-smpp_high-load5;AWS/OpsWorks;Name=StackId,Value=12fa7281-fe88-473c-86fd-a82338e283a5;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-softswitch_high-cpu;OpsWorks_production-softswitch_high-cpu;AWS/OpsWorks;Name=StackId,Value=0264868c-c9f2-4906-8b58-2e0d1d094c1f;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-softswitch_high-load5;OpsWorks_production-softswitch_high-load5;AWS/OpsWorks;Name=StackId,Value=0264868c-c9f2-4906-8b58-2e0d1d094c1f;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-steward_high-cpu;OpsWorks_production-steward_high-cpu;AWS/OpsWorks;Name=StackId,Value=7b0246ae-0b55-4dcd-ab0f-7d1ed136e66e;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-steward_high-load5;OpsWorks_production-steward_high-load5;AWS/OpsWorks;Name=StackId,Value=7b0246ae-0b55-4dcd-ab0f-7d1ed136e66e;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-webclient_high-cpu;OpsWorks_production-webclient_high-cpu;AWS/OpsWorks;Name=StackId,Value=dd510593-bc01-470f-accf-73c07424b1d7;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
OpsWorks_production-webclient_high-load5;OpsWorks_production-webclient_high-load5;AWS/OpsWorks;Name=StackId,Value=dd510593-bc01-470f-accf-73c07424b1d7;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
RDS_production-cold_high-QD;RDS_production-cold_high-QD;AWS/RDS;Name=DBInstanceIdentifier,Value=production-cold;Average;DiskQueueDepth;GreaterThanThreshold;5;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
RDS_production-cold_high-cpu;RDS_production-cold_high-cpu;AWS/RDS;Name=DBInstanceIdentifier,Value=production-cold;Average;CPUUtilization;GreaterThanThreshold;80;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
RDS_production-cold_low_disk;RDS_production-cold_low_disk;AWS/RDS;Name=DBInstanceIdentifier,Value=production-cold;Average;FreeStorageSpace;LessThanThreshold;20000000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
RDS_production-cold_low_memory;RDS_production-cold_low_memory;AWS/RDS;Name=DBInstanceIdentifier,Value=production-cold;Average;FreeableMemory;LessThanThreshold;520000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
RDS_production-hot-db_high-QD;RDS_production-hot-db_high-QD;AWS/RDS;Name=DBInstanceIdentifier,Value=production-hot-db;Average;DiskQueueDepth;GreaterThanThreshold;5;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
RDS_production-hot-db_high-cpu;RDS_production-hot-db_high-cpu;AWS/RDS;Name=DBInstanceIdentifier,Value=production-hot-db;Average;CPUUtilization;GreaterThanThreshold;80;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
RDS_production-hot-db_low_disk;RDS_production-hot-db_low_disk;AWS/RDS;Name=DBInstanceIdentifier,Value=production-hot-db;Average;FreeStorageSpace;LessThanThreshold;20000000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
RDS_production-hot-db_low_memory;RDS_production-hot-db_low_memory;AWS/RDS;Name=DBInstanceIdentifier,Value=production-hot-db;Average;FreeableMemory;LessThanThreshold;520000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
RDS_production-hot-replica-15feb2021_high-QD;RDS_production-hot-replica-15feb2021_high-QD;AWS/RDS;Name=DBInstanceIdentifier,Value=production-hot-replica-15feb2021;Average;DiskQueueDepth;GreaterThanThreshold;10;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
RDS_production-hot-replica-15feb2021_high-cpu;RDS_production-hot-replica-15feb2021_high-cpu;AWS/RDS;Name=DBInstanceIdentifier,Value=production-hot-replica-15feb2021;Average;CPUUtilization;GreaterThanThreshold;80;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
RDS_production-hot-replica-15feb2021_low_disk;RDS_production-hot-replica-15feb2021_low_disk;AWS/RDS;Name=DBInstanceIdentifier,Value=production-hot-replica-15feb2021;Average;FreeStorageSpace;LessThanThreshold;20000000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
RDS_production-hot-replica-15feb2021_low_memory;RDS_production-hot-replica-15feb2021_low_memory;AWS/RDS;Name=DBInstanceIdentifier,Value=production-hot-replica-15feb2021;Average;FreeableMemory;LessThanThreshold;520000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
Redis_prod-alarms-redis_high-NewConnections;Redis_prod-alarms-redis_high-NewConnections;AWS/ElastiCache;Name=CacheClusterId,Value=prod-alarms-redis;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
Redis_prod-alarms-redis_high-cpu;Redis_prod-alarms-redis_high-cpu;AWS/ElastiCache;Name=CacheClusterId,Value=prod-alarms-redis;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_prod-alarms-redis_low_memory;Redis_prod-alarms-redis_low_memory;AWS/ElastiCache;Name=CacheClusterId,Value=prod-alarms-redis;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_prod-misc-redis4-001_high-NewConnections;Redis_prod-misc-redis4-001_high-NewConnections;AWS/ElastiCache;Name=CacheClusterId,Value=prod-misc-redis4-001;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
Redis_prod-misc-redis4-001_high-cpu;Redis_prod-misc-redis4-001_high-cpu;AWS/ElastiCache;Name=CacheClusterId,Value=prod-misc-redis4-001;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_prod-misc-redis4-001_low_memory;Redis_prod-misc-redis4-001_low_memory;AWS/ElastiCache;Name=CacheClusterId,Value=prod-misc-redis4-001;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_prod-sswitch-rd2_high-NewConnections;Redis_prod-sswitch-rd2_high-NewConnections;AWS/ElastiCache;Name=CacheClusterId,Value=prod-sswitch-rd2;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
Redis_prod-sswitch-rd2_high-cpu;Redis_prod-sswitch-rd2_high-cpu;AWS/ElastiCache;Name=CacheClusterId,Value=prod-sswitch-rd2;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_prod-sswitch-rd2_low_memory;Redis_prod-sswitch-rd2_low_memory;AWS/ElastiCache;Name=CacheClusterId,Value=prod-sswitch-rd2;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_prod-steward-redis_high-NewConnections;Redis_prod-steward-redis_high-NewConnections;AWS/ElastiCache;Name=CacheClusterId,Value=prod-steward-redis;Average;NewConnections;GreaterThanThreshold;100;900;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
Redis_prod-steward-redis_high-cpu;Redis_prod-steward-redis_high-cpu;AWS/ElastiCache;Name=CacheClusterId,Value=prod-steward-redis;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_prod-steward-redis_low_memory;Redis_prod-steward-redis_low_memory;AWS/ElastiCache;Name=CacheClusterId,Value=prod-steward-redis;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_server-cachen-redis_high-NewConnections;Redis_server-cachen-redis_high-NewConnections;AWS/ElastiCache;Name=CacheClusterId,Value=server-cachen-redis;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
Redis_server-cachen-redis_high-cpu;Redis_server-cachen-redis_high-cpu;AWS/ElastiCache;Name=CacheClusterId,Value=server-cachen-redis;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
Redis_server-cachen-redis_low_memory;Redis_server-cachen-redis_low_memory;AWS/ElastiCache;Name=CacheClusterId,Value=server-cachen-redis;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops_Urgent
SQS_alarm-events-dead_old-messages;SQS_alarm-events-dead_old-messages;AWS/SQS;Name=QueueName,Value=alarm-events-dead;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
SQS_alarm-events_old-messages;SQS_alarm-events_old-messages;AWS/SQS;Name=QueueName,Value=alarm-events;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
SQS_billing-confirm-sms-payment-dead_old-messages;SQS_billing-confirm-sms-payment-dead_old-messages;AWS/SQS;Name=QueueName,Value=billing-confirm-sms-payment-dead;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
SQS_billing-confirm-sms-payment_old-messages;SQS_billing-confirm-sms-payment_old-messages;AWS/SQS;Name=QueueName,Value=billing-confirm-sms-payment;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
SQS_billing-operation-queue-dead_old-messages;SQS_billing-operation-queue-dead_old-messages;AWS/SQS;Name=QueueName,Value=billing-operation-queue-dead;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops;arn:aws:sns:eu-west-1:485783653432:Pagerduty_Devops
